Title,Author,Downloads,Book_URL
"Herman Melville, Mariner and Mystic",Raymond M. Weaver,30263 downloads,https://www.gutenberg.org/ebooks/50461
"From the Earth to the moon; and, round the moon",Jules Verne,30254 downloads,https://www.gutenberg.org/ebooks/83
Sir Gawayne and the Green Knight (Middle English (1100-1500)),Unknown / Various,30237 downloads,https://www.gutenberg.org/ebooks/14568
"Memoirs of the Duchesse de Dino (Afterwards Duchesse de Talleyrand et de Sagan), 1836-1840",duchesse de Dorothée Dino,30156 downloads,https://www.gutenberg.org/ebooks/44646
"Lineage, Life and Labors of José Rizal, Philippine Patriot",Austin Craig,30146 downloads,https://www.gutenberg.org/ebooks/6867
The Fifth Queen Crowned,Ford Madox Ford,30059 downloads,https://www.gutenberg.org/ebooks/27432
Darkwater: Voices from Within the Veil,W. E. B. Du Bois,30042 downloads,https://www.gutenberg.org/ebooks/15210
In Praise of Folly,Desiderius Erasmus,30020 downloads,https://www.gutenberg.org/ebooks/30201
Cornish Characters and Strange Events,S. Baring-Gould,30014 downloads,https://www.gutenberg.org/ebooks/41775
Gevoel en verstand (Dutch),Jane Austen,29853 downloads,https://www.gutenberg.org/ebooks/25946
"The Natural History of Pliny, Volume 3 (of 6)",the Elder Pliny,29772 downloads,https://www.gutenberg.org/ebooks/59131
Montreal from 1535 to 1914. Vol. 3. Biographical,William H. Atherton,29754 downloads,https://www.gutenberg.org/ebooks/48480
"Anzeiger für Kunde der deutschen Vorzeit (Jg. 26, 1879) (German)",Various,29709 downloads,https://www.gutenberg.org/ebooks/49501
The Sailor's Word-Book,W. H. Smyth,29705 downloads,https://www.gutenberg.org/ebooks/26000
Life of St. Francis of Assisi,Paul Sabatier,29677 downloads,https://www.gutenberg.org/ebooks/18787
The Journal of Sir Walter Scott,Walter Scott,29610 downloads,https://www.gutenberg.org/ebooks/14860
An Old Man's Love,Anthony Trollope,29588 downloads,https://www.gutenberg.org/ebooks/25001
"Moby Dick; Or, The Whale",Herman Melville,29579 downloads,https://www.gutenberg.org/ebooks/2489
The mysterious Mr. Quin,Agatha Christie,29511 downloads,https://www.gutenberg.org/ebooks/78084
Audubon the Naturalist: A History of His Life and Time. Vol. 2 (of 2),Francis Hobart Herrick,29504 downloads,https://www.gutenberg.org/ebooks/58984
Cuentos de amor (Spanish),condesa de Emilia Pardo Bazán,29489 downloads,https://www.gutenberg.org/ebooks/55514
Sketches of Successful New Hampshire Men,Various,29483 downloads,https://www.gutenberg.org/ebooks/39634
All in the Day's Work: An Autobiography,Ida M. Tarbell,29460 downloads,https://www.gutenberg.org/ebooks/63754
"The Young Visiters or, Mr. Salteena's Plan",Daisy Ashford,29457 downloads,https://www.gutenberg.org/ebooks/21415
"France and England in North America, Part III: La Salle, Discovery of The Great West",Francis Parkman,29426 downloads,https://www.gutenberg.org/ebooks/40143
Project Daedalus,Thomas Hoover,29384 downloads,https://www.gutenberg.org/ebooks/34320
English Eccentrics and Eccentricities,John Timbs,29372 downloads,https://www.gutenberg.org/ebooks/50439
Herman Melville,Lewis Mumford,29365 downloads,https://www.gutenberg.org/ebooks/78016
"Lorenzo de' Medici, the Magnificent (vol. 1 of 2)",Alfred von Reumont,29344 downloads,https://www.gutenberg.org/ebooks/50624
Letters of Asa Gray; Vol. 2,Asa Gray,29336 downloads,https://www.gutenberg.org/ebooks/55987
The Works of Lord Byron. Vol. 4,Baron George Gordon Byron Byron,29334 downloads,https://www.gutenberg.org/ebooks/20158
The Memoirs of Admiral Lord Beresford,Baron Charles William De la Poer Beresford Beresford,29323 downloads,https://www.gutenberg.org/ebooks/50508
"The Satires of Juvenal, Persius, Sulpicia, and Lucilius","Persius, Gaius Lucilius, Juvenal, and Sulpicia",29294 downloads,https://www.gutenberg.org/ebooks/50657
Old Times on the Upper Mississippi,George Byron Merrick,29274 downloads,https://www.gutenberg.org/ebooks/47262
A guide to the history of physical education,Fred Eugene Leonard,29271 downloads,https://www.gutenberg.org/ebooks/78009
As I Remember,Marian Gouverneur,29250 downloads,https://www.gutenberg.org/ebooks/28384
"Lyman's History of old Walla Walla County,  Vol. 2",William Denison Lyman,29144 downloads,https://www.gutenberg.org/ebooks/46808
Romeo and Juliet,William Shakespeare,29121 downloads,https://www.gutenberg.org/ebooks/47960
Project Cyclops,Thomas Hoover,29097 downloads,https://www.gutenberg.org/ebooks/34319
Vie de Jésus (French),Ernest Renan,29062 downloads,https://www.gutenberg.org/ebooks/15113
The Black Hawk War Including a Review of Black Hawk's Life,Frank Everett Stevens,29045 downloads,https://www.gutenberg.org/ebooks/49402
"The History of Mary Prince, a West Indian Slave",Mary Prince,29026 downloads,https://www.gutenberg.org/ebooks/17851
"The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to England, Volume 4 (of 6)",vicomte de François-René Chateaubriand,29014 downloads,https://www.gutenberg.org/ebooks/54879
L'amore che torna: romanzo (Italian),Guido da Verona,29013 downloads,https://www.gutenberg.org/ebooks/38720
La dame aux camélias (French),Alexandre Dumas,28996 downloads,https://www.gutenberg.org/ebooks/2419
The Canadian Portrait Gallery - Volume 3 (of 4),John Charles Dent,28984 downloads,https://www.gutenberg.org/ebooks/35647
The dogaressas of Venice (the wives of the doges),Edgcumbe Staley,28960 downloads,https://www.gutenberg.org/ebooks/78047
The Swiss family Robinson,Johann David Wyss,28957 downloads,https://www.gutenberg.org/ebooks/78017
The Works of William Shakespeare [Cambridge Edition] [Vol. 3 of 9],William Shakespeare,28939 downloads,https://www.gutenberg.org/ebooks/50559
The Girl on the Boat,P. G. Wodehouse,28926 downloads,https://www.gutenberg.org/ebooks/20717
"The History of Pendennis, Volume 2",William Makepeace Thackeray,28925 downloads,https://www.gutenberg.org/ebooks/9904
"The Life of John Marshall, Volume 4: The building of the nation, 1815-1835",Albert J. Beveridge,28892 downloads,https://www.gutenberg.org/ebooks/40533
The Small House at Allington,Anthony Trollope,28860 downloads,https://www.gutenberg.org/ebooks/4599
Insolación y Morriña (Dos historias amorosas) (Spanish),condesa de Emilia Pardo Bazán,28850 downloads,https://www.gutenberg.org/ebooks/52597
Tales grotesque and curious,Ryūnosuke Akutagawa,28849 downloads,https://www.gutenberg.org/ebooks/78105
Infatuation,Lloyd Osbourne,28847 downloads,https://www.gutenberg.org/ebooks/47434
"The Letters of Franklin K. Lane, Personal and Political",Franklin K. Lane,28845 downloads,https://www.gutenberg.org/ebooks/4206
"1066 and all that :  A memorable history of England, comprising all the parts you can remember, including 103 good things, 5 bad kings and 2 genuine dates",Walter Carruthers Sellar and Robert Julian Yeatman,28845 downloads,https://www.gutenberg.org/ebooks/78124
A Terrible Temptation: A Story of To-Day,Charles Reade,28823 downloads,https://www.gutenberg.org/ebooks/7895
A Love Story,William Harvey Christie,28764 downloads,https://www.gutenberg.org/ebooks/8883
Main currents in American thought :  An interpretation of American literature from the beginnings to 1920,Vernon Louis Parrington,28746 downloads,https://www.gutenberg.org/ebooks/78025
Los miserables - Tomo 2 (de 2) (Spanish),Victor Hugo,28741 downloads,https://www.gutenberg.org/ebooks/78068
Madame Flirt,Charles Edward Pearce,28730 downloads,https://www.gutenberg.org/ebooks/18547
The Hermit Doctor of Gaya: A Love Story of Modern India,I. A. R. Wylie,28724 downloads,https://www.gutenberg.org/ebooks/49555
The anatomy of revolution,Crane Brinton,28713 downloads,https://www.gutenberg.org/ebooks/78065
The Raft,Coningsby Dawson,28712 downloads,https://www.gutenberg.org/ebooks/50498
Andanzas y visiones españolas (Spanish),Miguel de Unamuno,28709 downloads,https://www.gutenberg.org/ebooks/78052
The Scourge of God: A Romance of Religious Persecution,John Bloundelle-Burton,28687 downloads,https://www.gutenberg.org/ebooks/52734
The Rustle of Silk,Cosmo Hamilton,28686 downloads,https://www.gutenberg.org/ebooks/35079
Five Weeks in a Balloon,Jules Verne,28684 downloads,https://www.gutenberg.org/ebooks/3526
The dangerous game,William Le Queux,28683 downloads,https://www.gutenberg.org/ebooks/78029
The Prince,Niccolò Machiavelli,28681 downloads,https://www.gutenberg.org/ebooks/1232
En pays lointain (French),Jack London,28679 downloads,https://www.gutenberg.org/ebooks/78041
At the Sign of the Cat and Racket,Honoré de Balzac,28673 downloads,https://www.gutenberg.org/ebooks/1680
"Addie's Husband; or, Through clouds to sunshine",Mrs. Gordon Smythies,28668 downloads,https://www.gutenberg.org/ebooks/49806
The Hawk of Egypt,Joan Conquest,28665 downloads,https://www.gutenberg.org/ebooks/15721
"Arrian on coursing :  the Cynegeticus of the younger Xenophon, translated from the Greek, with classical and practical annotations, and a brief sketch of the life and writings of the author. To which is added an appendix, containing some account of the Canes Venatici of classical antiquity",Arrian,28663 downloads,https://www.gutenberg.org/ebooks/78013
The Black Moth: A Romance of the XVIIIth Century,Georgette Heyer,28662 downloads,https://www.gutenberg.org/ebooks/38703
My Friend the Chauffeur,C. N. Williamson and A. M. Williamson,28658 downloads,https://www.gutenberg.org/ebooks/19441
Humanism and America :  Essays on the outlook of modern civilisation,Unknown / Various,28647 downloads,https://www.gutenberg.org/ebooks/78119
Lucifer :  roman moderne (French),Maurice Magre,28626 downloads,https://www.gutenberg.org/ebooks/78064
Allgemeine Physiologie (German),Max Verworn,28604 downloads,https://www.gutenberg.org/ebooks/78079
Bambi,Marjorie Benton Cooke,28604 downloads,https://www.gutenberg.org/ebooks/11197
"Alice, or the Mysteries — Complete",Baron Edward Bulwer Lytton Lytton,28599 downloads,https://www.gutenberg.org/ebooks/9774
"Wilson's Tales of the Borders and of Scotland, Volume 24",Unknown / Various,28597 downloads,https://www.gutenberg.org/ebooks/14421
"The cruise of the Nona :  The story of a cruise from Holyhead to the Wash, with reflections and judgments on life and letters, men and manners",Hilaire Belloc,28594 downloads,https://www.gutenberg.org/ebooks/78020
"Three millions! :  or, The way of the world",Oliver Optic,28590 downloads,https://www.gutenberg.org/ebooks/76553
"Blackwood's Edinburgh magazine, volume 456, no. 10, October 1853",Various,28585 downloads,https://www.gutenberg.org/ebooks/78090
From Chaucer to Tennyson,Henry A. Beers,28585 downloads,https://www.gutenberg.org/ebooks/11618
The Vision of Desire,Margaret Pedler,28563 downloads,https://www.gutenberg.org/ebooks/7855
"The history of the Norman conquest of England, its causes and its results, Volume 3 (of 6)",Edward A. Freeman,28561 downloads,https://www.gutenberg.org/ebooks/78122
Præraphaelite diaries and letters,"Dante Gabriel Rossetti, Ford Madox Brown, and Gabriele Rossetti",28542 downloads,https://www.gutenberg.org/ebooks/78022
"An historical account of all the voyages round the world, performed by English navigators, vol. 3 of 4 :  Including those lately undertaken by order of His present Majesty. The whole faithfully extracted from the journals of the voyagers",Unknown / Various,28521 downloads,https://www.gutenberg.org/ebooks/78019
King Midas: a Romance,Upton Sinclair,28508 downloads,https://www.gutenberg.org/ebooks/4923
The Green Dolphin,Sara Ware Bassett,28503 downloads,https://www.gutenberg.org/ebooks/78005
Field Artillery Training. 1914,Great Britain. War Office,28499 downloads,https://www.gutenberg.org/ebooks/78053
Thelma,Marie Corelli,28484 downloads,https://www.gutenberg.org/ebooks/3823
The Viper of Milan: A Romance of Lombardy,Marjorie Bowen,28475 downloads,https://www.gutenberg.org/ebooks/48963
I. Beowulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment. (Old English (ca. 450-1100)),Unknown / Various,28474 downloads,https://www.gutenberg.org/ebooks/9701
"Jane Seton; or, The King's Advocate: A Scottish Historical Romance",James Grant,28472 downloads,https://www.gutenberg.org/ebooks/64836
Priscilla's Spies,George A. Birmingham,28468 downloads,https://www.gutenberg.org/ebooks/21394
Love and Life: An Old Story in Eighteenth Century Costume,Charlotte M. Yonge,28460 downloads,https://www.gutenberg.org/ebooks/5700
Cartels :  challenge to a free world,Wendell Berge,28453 downloads,https://www.gutenberg.org/ebooks/78077
"Chaucer's Works, Volume 3 — The House of Fame; The Legend of Good Women; The Treatise on the Astrolabe; The Sources of the Canterbury Tales",Geoffrey Chaucer,28436 downloads,https://www.gutenberg.org/ebooks/45027
The marvellous land of Snergs,E. A. Wyke-Smith,28434 downloads,https://www.gutenberg.org/ebooks/78120
"Ricordi d'infanzia e di scuola (Italian)",Edmondo De Amicis,28423 downloads,https://www.gutenberg.org/ebooks/61885
Joan and Co.,Frederick Orin Bartlett,28414 downloads,https://www.gutenberg.org/ebooks/78046
Amitié amoureuse (French),Hermine Oudinot Lecomte du Noüy,28413 downloads,https://www.gutenberg.org/ebooks/36635
The Hill of Venus,Nathan Gallizier,28409 downloads,https://www.gutenberg.org/ebooks/39970
Kate Mulhall :  A romance of the Oregon Trail,Ezra Meeker,28406 downloads,https://www.gutenberg.org/ebooks/78040
The black pearl,Marie Lion,28404 downloads,https://www.gutenberg.org/ebooks/78087
The First of the English: A Novel,Archibald Clavering Gunter,28401 downloads,https://www.gutenberg.org/ebooks/67804
The last dragon,Dan Totheroh,28397 downloads,https://www.gutenberg.org/ebooks/76411
Body-build and its inheritance,Charles Benedict Davenport,28394 downloads,https://www.gutenberg.org/ebooks/78107
The loot of the Lazy A,W. C. Tuttle,28390 downloads,https://www.gutenberg.org/ebooks/78028
Ihmisvihaaja :  Viisinäytöksinen huvinäytelmä (Finnish),Molière,28383 downloads,https://www.gutenberg.org/ebooks/78042
The haunting hand,Walter Adolphe Roberts,28381 downloads,https://www.gutenberg.org/ebooks/78094
The Honour of Savelli: A Romance,S. Levett Yeats,28377 downloads,https://www.gutenberg.org/ebooks/38250
"The Works of Alexander Pope, Volume 1",Alexander Pope,28377 downloads,https://www.gutenberg.org/ebooks/32190
The Mandarin's Fan,Fergus Hume,28376 downloads,https://www.gutenberg.org/ebooks/36346
The Lilac Sunbonnet: A Love Story,S. R. Crockett,28373 downloads,https://www.gutenberg.org/ebooks/4918
Democracy—false or true? :  A prologue and a dream,Sir W. B. Richmond,28370 downloads,https://www.gutenberg.org/ebooks/78117
"Skizzen einer Fußreise durch Oesterreich, Steiermark, Kärnthen, Salzburg, Berchtesgaden, Tirol und Baiern nach Wien, :  nebst einer romantisch pittoresken Darstellung mehrerer Ritterburgen und ihrer Volkssagen, Gebirgsgegenden und Eisglätscher auf dieser Wanderung, unternommen im Jahre 1825 von Joseph Kyselak. (2/2) (German)",Josef Kyselak,28368 downloads,https://www.gutenberg.org/ebooks/78026
Faithful Margaret: A Novel,Mrs. J. M. Simpson,28367 downloads,https://www.gutenberg.org/ebooks/36360
The trouble at Pinelands :  A detective story,Ernest M. Poate,28359 downloads,https://www.gutenberg.org/ebooks/78103
The San Rosario Ranch,Maud Howe Elliott,28346 downloads,https://www.gutenberg.org/ebooks/42283
Under the Witches' Moon: A Romantic Tale of Mediaeval Rome,Nathan Gallizier,28345 downloads,https://www.gutenberg.org/ebooks/44827
"Khartoum, and the Blue and White Niles, Vol. 2 (of 2)",George Melly,28343 downloads,https://www.gutenberg.org/ebooks/78015
The adventures of an ensign,Valentine Williams,28342 downloads,https://www.gutenberg.org/ebooks/78078
Great rivers of the world :  as seen and described by famous writers,Unknown / Various,28341 downloads,https://www.gutenberg.org/ebooks/78095
The unknown seven :  A detective story,Herman Landon,28341 downloads,https://www.gutenberg.org/ebooks/78010
The eclipse of Russia,Emile Joseph Dillon,28340 downloads,https://www.gutenberg.org/ebooks/78075
The Black Abbot,Edgar Wallace,28329 downloads,https://www.gutenberg.org/ebooks/75643
L'imposture (French),Georges Bernanos,28317 downloads,https://www.gutenberg.org/ebooks/78021
"Household words, No. 2, April 6, 1850 :  A weekly journal",Unknown / Various,28312 downloads,https://www.gutenberg.org/ebooks/78099
Deux générations (French),graf Leo Tolstoy,28302 downloads,https://www.gutenberg.org/ebooks/78069
Astronomy for beginners,Hereward Carrington,28300 downloads,https://www.gutenberg.org/ebooks/78112
"Khartoum, and the Blue and White Niles, Vol. 1 (of 2)",George Melly,28293 downloads,https://www.gutenberg.org/ebooks/78014
Success,Una L. Silberrad,28293 downloads,https://www.gutenberg.org/ebooks/78012
Boston :  a novel,Upton Sinclair,28285 downloads,https://www.gutenberg.org/ebooks/78039
Irene Iddesleigh,Amanda McKittrick Ros,28284 downloads,https://www.gutenberg.org/ebooks/34181
The Cardinal's snuff-box,Henry Harland,28283 downloads,https://www.gutenberg.org/ebooks/5610
Kaksi morsianta :  Yksinäytöksinen pila (Finnish),Kaarlo Hemmo,28274 downloads,https://www.gutenberg.org/ebooks/78071
Bushy :  a romance founded on fact,Cynthia May Westover Alden,28271 downloads,https://www.gutenberg.org/ebooks/78043
The bitter tea of General Yen,Grace Zaring Stone,28269 downloads,https://www.gutenberg.org/ebooks/78108
Sandhills sketches,Williams Haynes,28256 downloads,https://www.gutenberg.org/ebooks/78048
Liebe ist ewig :  Roman (German),Wilhelm von Polenz,28253 downloads,https://www.gutenberg.org/ebooks/78125
The Crimson Gardenia and Other Tales of Adventure,Rex Beach,28249 downloads,https://www.gutenberg.org/ebooks/32101
The Love-Story of Aliette Brunton,Gilbert Frankau,28239 downloads,https://www.gutenberg.org/ebooks/59931
Vecchie storie d'amore (Italian),Adolfo Albertazzi,28231 downloads,https://www.gutenberg.org/ebooks/38628
Lintukoto :  Muutamia päiväkirjan lehtiä (Finnish),Joel Lehtonen,28231 downloads,https://www.gutenberg.org/ebooks/78058
"An historical account of all the voyages round the world, performed by English navigators, vol. 2 of 4 :  Including those lately undertaken by order of His present Majesty. The whole faithfully extracted from the journals of the voyagers",Unknown / Various,28224 downloads,https://www.gutenberg.org/ebooks/78004
The Guarded Heights,Wadsworth Camp,28224 downloads,https://www.gutenberg.org/ebooks/33733
"Household words, No. 26, September 21, 1850 :  A weekly journal",Unknown / Various,28215 downloads,https://www.gutenberg.org/ebooks/78061
Le jeune Européen (French),Pierre Drieu La Rochelle,28215 downloads,https://www.gutenberg.org/ebooks/78063
"The Story of Genesis and Exodus: An Early English Song, about 1250 A.D.",Unknown / Various,28205 downloads,https://www.gutenberg.org/ebooks/50685
The bar act,Bud La Mar,28200 downloads,https://www.gutenberg.org/ebooks/78116
The weird of the wanderer :  Being the papyrus records of some incidents in one of the previous lives of  Mr. Nicholas Crabbe,Frederick Rolfe and C. H. C. Pirie-Gordon,28194 downloads,https://www.gutenberg.org/ebooks/78126
Three sevens :  A detective story,Perley Poore Sheehan,28187 downloads,https://www.gutenberg.org/ebooks/78011
The woman of Andros,Thornton Wilder,28187 downloads,https://www.gutenberg.org/ebooks/78024
The vidiot,Ib Melchior,28186 downloads,https://www.gutenberg.org/ebooks/78057
Karavaani ja muita juttuja (Finnish),Pentti Haanpää,28182 downloads,https://www.gutenberg.org/ebooks/78018
"Fairy dreams :  or, Wanderings in Elf-land",Jane G. Austin,28181 downloads,https://www.gutenberg.org/ebooks/76391
"Twelve years in the army :  or, The incidents of a soldier's life",John G. Gollan,28179 downloads,https://www.gutenberg.org/ebooks/78032
L'homme tout nu (French),Catulle Mendès,28178 downloads,https://www.gutenberg.org/ebooks/78059
The Catholic Church and history,Hilaire Belloc,28177 downloads,https://www.gutenberg.org/ebooks/78085
"The yellow book, an illustrated quarterly. Vol. 3, October, 1894",Unknown / Various,28177 downloads,https://www.gutenberg.org/ebooks/78082
"Records of Captain Clapperton's last expedition to Africa, Vol. 2 (of 2)",Richard Lander,28176 downloads,https://www.gutenberg.org/ebooks/78092
Tales of terror,Dick Donovan,28176 downloads,https://www.gutenberg.org/ebooks/76261
The Mask: A Story of Love and Adventure,Arthur Hornblow,28170 downloads,https://www.gutenberg.org/ebooks/20131
"An historical account of all the voyages round the world, performed by English navigators, vol. 4 of 4 :  Including those lately undertaken by order of His present Majesty. The whole faithfully extracted from the journals of the voyagers",Unknown / Various,28165 downloads,https://www.gutenberg.org/ebooks/78104
Things near & far,Arthur Machen,28165 downloads,https://www.gutenberg.org/ebooks/78106
Only a clod,M. E. Braddon,28159 downloads,https://www.gutenberg.org/ebooks/76927
The magnificent possession,Isaac Asimov,28156 downloads,https://www.gutenberg.org/ebooks/76871
Hajamuistelmia pakolaiselämästä (Finnish),Aatto Sirén,28147 downloads,https://www.gutenberg.org/ebooks/78096
"How they loved him, Vol. 2 (of 3) :  A novel",Florence Marryat,28140 downloads,https://www.gutenberg.org/ebooks/78111
"Claribel :  or, Rest at last",Lucy Ellen Guernsey,28140 downloads,https://www.gutenberg.org/ebooks/78044
"Chroniques de J. Froissart, tome 09/13 :  1377-1380 (Depuis la prise de Bergerac jusqu'à la mort de Charles V) (French)",Jean Froissart,28135 downloads,https://www.gutenberg.org/ebooks/78074
"The servant's behaviour book :  or, Hints on manners and dress for maid servants in small households",Emily A. Patmore,28134 downloads,https://www.gutenberg.org/ebooks/78121
"Records of Captain Clapperton's last expedition to Africa, Vol. 1 (of 2)",Richard Lander,28133 downloads,https://www.gutenberg.org/ebooks/78091
Velisurmaaja :  Kolmenäytöksinen murhenäytelmä (Finnish),Lauri Haarla,28131 downloads,https://www.gutenberg.org/ebooks/78070
Love and Lucy,Maurice Hewlett,28121 downloads,https://www.gutenberg.org/ebooks/29868
Officer 666,Barton Wood Currie and Augustin McHugh,28113 downloads,https://www.gutenberg.org/ebooks/30228
The hand of God,Murray Leinster,28113 downloads,https://www.gutenberg.org/ebooks/78088
Borrowed feathers,Ruth Lamb,28105 downloads,https://www.gutenberg.org/ebooks/78051
Kevättuulahduksia :  Runokokoelma (Finnish),Niilo Mantere,28099 downloads,https://www.gutenberg.org/ebooks/78097
Les trente-six vues de la Tour Eiffel (French),Unknown / Various,28089 downloads,https://www.gutenberg.org/ebooks/78037
Grateful Peter's new year's gift,Ruth Lamb,28088 downloads,https://www.gutenberg.org/ebooks/78109
A Doll's House : a play,Henrik Ibsen,28084 downloads,https://www.gutenberg.org/ebooks/2542
Quand le rideau s'est baissé (French),Pierre Mille,28084 downloads,https://www.gutenberg.org/ebooks/78036
Vanhaa viinaa uudessa leilissä :  Pakinoita (Finnish),Tatu Valkonen,28083 downloads,https://www.gutenberg.org/ebooks/78007
L'homme à l'Hispano :  roman (French),Pierre Frondaie,28080 downloads,https://www.gutenberg.org/ebooks/78101
Robert Frost :  A study in sensibility and good sense,Gorham Bert Munson,28053 downloads,https://www.gutenberg.org/ebooks/78076
"How they loved him, Vol. 1 (of 3) :  A novel",Florence Marryat,28044 downloads,https://www.gutenberg.org/ebooks/78031
The winner and new...,Ib Melchior,28040 downloads,https://www.gutenberg.org/ebooks/78073
"Joe Strong and his wings of steel :  or, A young acrobat in the clouds",Vance Barnum,28035 downloads,https://www.gutenberg.org/ebooks/78067
How to write Little Blue Books,Lloyd E. Smith,28025 downloads,https://www.gutenberg.org/ebooks/78066
Ash-Wednesday,T. S. Eliot,28024 downloads,https://www.gutenberg.org/ebooks/78023
Sointula :  Kolminäytöksinen näytelmä (Finnish),Arvid Järnefelt,28014 downloads,https://www.gutenberg.org/ebooks/78049
The golden journey of Mr. Paradyne,William John Locke,28008 downloads,https://www.gutenberg.org/ebooks/78127
A young man's story,Sarah Doudney,28006 downloads,https://www.gutenberg.org/ebooks/78060
"""Hauska tutustua!"" :  Viisunikkarin elämyksiä Lännen kultamaassa (Finnish)",Tatu Pekkarinen,27998 downloads,https://www.gutenberg.org/ebooks/78008
A municipal feud,Ernest Haycox,27994 downloads,https://www.gutenberg.org/ebooks/78086
A Japanese Boy,Shigemi Shiukichi,27984 downloads,https://www.gutenberg.org/ebooks/35249
The dream detective,Sax Rohmer,27977 downloads,https://www.gutenberg.org/ebooks/77056
The blue scarab,R. Austin Freeman,27970 downloads,https://www.gutenberg.org/ebooks/76116
Miniatures of French history,Hilaire Belloc,27967 downloads,https://www.gutenberg.org/ebooks/78114
Fawn in the wood,Unknown,27965 downloads,https://www.gutenberg.org/ebooks/78083
The white rain came,Jr. Sam Merwin,27965 downloads,https://www.gutenberg.org/ebooks/78055
"Die Elixiere des Teufels :  Nachgelassene Papiere des Bruders Medardus, eines Kapuziners (German)",E. T. A. Hoffmann,27959 downloads,https://www.gutenberg.org/ebooks/76360
Urwald (German),R. H. Francé,27956 downloads,https://www.gutenberg.org/ebooks/78056
Two happy years in Ceylon,C. F. Gordon Cumming,27956 downloads,https://www.gutenberg.org/ebooks/78228
L'art d'aimer: ou conseils à un jeune homme qui se destine à l'amour (French),Catulle Mendès,27939 downloads,https://www.gutenberg.org/ebooks/78098
From Kingdom to Colony,Mary Devereux,27938 downloads,https://www.gutenberg.org/ebooks/34232
A silent witness,R. Austin Freeman,27919 downloads,https://www.gutenberg.org/ebooks/76796
Verses,Violet Jacob,27919 downloads,https://www.gutenberg.org/ebooks/78110
The story of Nelson,Edmund Francis Sellar,27917 downloads,https://www.gutenberg.org/ebooks/78115
The Old Lady flies,Raoul Whitfield,27907 downloads,https://www.gutenberg.org/ebooks/78035
The happiness of Hazelbrook,Charlotte Grace O'Brien,27898 downloads,https://www.gutenberg.org/ebooks/78045
Law-star for an outlaw,W. C. Tuttle,27876 downloads,https://www.gutenberg.org/ebooks/76995
The black kiss,Robert Bloch and Henry Kuttner,27874 downloads,https://www.gutenberg.org/ebooks/76435
Journal de la société de 1789 - Nº II (French),"marquis de Jean-Antoine-Nicolas de Caritat Condorcet, Philippe-Antoine Grouvelle, Louis-François-Dominique-Norbert Pressac de la Chagnaye, and J. H. Hassenfratz",27868 downloads,https://www.gutenberg.org/ebooks/78080
Preview,Frank Belknap Long,27858 downloads,https://www.gutenberg.org/ebooks/78072
Kotikuusta kuunnellessa :  Uusia runoelmia (Finnish),Niilo Mantere,27849 downloads,https://www.gutenberg.org/ebooks/78093
Läpi harmaan kiven :  Kaksinäytöksinen näytelmä (Finnish),J. A. Lehtinen,27840 downloads,https://www.gutenberg.org/ebooks/78100
The trail of the serpent,M. E. Braddon,27837 downloads,https://www.gutenberg.org/ebooks/75840
The Hunniwell boys and the platinum mystery,L. P. Wyman,27837 downloads,https://www.gutenberg.org/ebooks/76521
The new terror,Gaston Leroux,27825 downloads,https://www.gutenberg.org/ebooks/76493
"The magic ring, Vol. 3 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,27809 downloads,https://www.gutenberg.org/ebooks/77099
"Mallonga biografio de Henry Fawcett la blinda ĉefpoŝtestro de Anglujo :  Por ĉiuj infanoj, ĉie (Esperanto)",Winifred Holt,27807 downloads,https://www.gutenberg.org/ebooks/78054
Kloster Himmelpforte :  Geschichtliches Drama in 4 Akten (German),Robert Falke,27777 downloads,https://www.gutenberg.org/ebooks/78030
The flower and the leaf,Unknown / Various,27776 downloads,https://www.gutenberg.org/ebooks/78062
The amazing adventures of Letitia Carberry,Mary Roberts Rinehart,27765 downloads,https://www.gutenberg.org/ebooks/75922
Huligaani :  ynnä muita kertoelmia (Finnish),Arvid Järnefelt,27751 downloads,https://www.gutenberg.org/ebooks/78081
The crimson circle,Edgar Wallace,27743 downloads,https://www.gutenberg.org/ebooks/76257
The Roman hat mystery :  A problem in deduction,Ellery Queen,27739 downloads,https://www.gutenberg.org/ebooks/76339
Lord Lister No. 0333: De liefde van een bokser (Dutch),"Kurt Matull, Felix Hageman, and Theo von Blankensee",27735 downloads,https://www.gutenberg.org/ebooks/76765
The magic casket,R. Austin Freeman,27733 downloads,https://www.gutenberg.org/ebooks/76919
"The complete works of John Gower, volume 2 :  The English works",John Gower,27725 downloads,https://www.gutenberg.org/ebooks/71162
"The ghost of Charlotte Cray, and other stories",Florence Marryat,27717 downloads,https://www.gutenberg.org/ebooks/76950
"The magic ring, Vol. 2 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,27694 downloads,https://www.gutenberg.org/ebooks/77098
The trail of deception,W. C. Tuttle,27688 downloads,https://www.gutenberg.org/ebooks/77016
The adventures of Heine,Edgar Wallace,27674 downloads,https://www.gutenberg.org/ebooks/76462
"The magic ring, Vol. 1 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,27673 downloads,https://www.gutenberg.org/ebooks/77097
