Title,Author,Genre,Downloads,Book_URL
The New Tenant,E. Phillips Oppenheim,Mystery & Detective,2814,https://www.gutenberg.org/ebooks/27998
Panther Eye,Roy J. Snell,Mystery & Detective,2810,https://www.gutenberg.org/ebooks/26372
"Boy Scouts in the North Sea; Or, The Mystery of a Sub",G. Harvey Ralphson,Mystery & Detective,2810,https://www.gutenberg.org/ebooks/25798
The Dragon's Secret,Augusta Huiell Seaman,Mystery & Detective,2789,https://www.gutenberg.org/ebooks/25770
A Master of Mysteries,L. T. Meade and Robert Eustace,Mystery & Detective,2780,https://www.gutenberg.org/ebooks/22278
The Launch Boys' Adventures in Northern Waters,Edward Sylvester Ellis,Mystery & Detective,2717,https://www.gutenberg.org/ebooks/25849
"The Motor Girls on Crystal Bay; or, The Secret of the Red Oar",Margaret Penrose,Mystery & Detective,2694,https://www.gutenberg.org/ebooks/25873
"The Mysterious Stranger, and Other Stories",Mark Twain,Mystery & Detective,2692,https://www.gutenberg.org/ebooks/3186
The Works of Edgar Allan Poe — Volume 5,Edgar Allan Poe,Mystery & Detective,2679,https://www.gutenberg.org/ebooks/2151
The Albert Gate Mystery,Louis Tracy,Mystery & Detective,2617,https://www.gutenberg.org/ebooks/23150
The Strange Case of Mortimer Fenley,Louis Tracy,Mystery & Detective,2606,https://www.gutenberg.org/ebooks/26447
"The Red Triangle: Being Some Further Chronicles of Martin Hewitt, Investigator",Arthur Morrison,Mystery & Detective,2559,https://www.gutenberg.org/ebooks/28071
The Confessions of Arsène Lupin,Maurice Leblanc,Mystery & Detective,2532,https://www.gutenberg.org/ebooks/28093
The death of a millionaire,G. D. H. Cole and Margaret Cole,Mystery & Detective,2508,https://www.gutenberg.org/ebooks/79206
The Works of Edgar Allan Poe — Volume 4,Edgar Allan Poe,Mystery & Detective,2500,https://www.gutenberg.org/ebooks/2150
"Boy Scouts in the Canal Zone; Or, The Plot Against Uncle Sam",G. Harvey Ralphson,Mystery & Detective,2494,https://www.gutenberg.org/ebooks/26540
Messengers of Evil,Pierre Souvestre and Marcel Allain,Mystery & Detective,2465,https://www.gutenberg.org/ebooks/28333
The Secret House,Edgar Wallace,Mystery & Detective,2463,https://www.gutenberg.org/ebooks/26176
The Works of Edgar Allan Poe — Volume 3,Edgar Allan Poe,Mystery & Detective,2455,https://www.gutenberg.org/ebooks/2149
Murder in the Gunroom,H. Beam Piper,Mystery & Detective,2454,https://www.gutenberg.org/ebooks/17866
"A Bid for Fortune; Or, Dr. Nikola's Vendetta",Guy Boothby,Mystery & Detective,2432,https://www.gutenberg.org/ebooks/21640
Simon,J. Storer Clouston,Mystery & Detective,2414,https://www.gutenberg.org/ebooks/26306
Masterpieces of Mystery in Four Volumes: Mystic-Humorous Stories,Unknown / Various,Mystery & Detective,2414,https://www.gutenberg.org/ebooks/23432
Masterpieces of Mystery in Four Volumes: Detective Stories,Unknown / Various,Mystery & Detective,2408,https://www.gutenberg.org/ebooks/27523
Masterpieces of Mystery in Four Volumes: Ghost Stories,Unknown / Various,Mystery & Detective,2393,https://www.gutenberg.org/ebooks/27722
The Club of Queer Trades,G. K. Chesterton,Mystery & Detective,2377,https://www.gutenberg.org/ebooks/1696
The Triumphs of Eugene Valmont,Robert Barr,Mystery & Detective,2354,https://www.gutenberg.org/ebooks/20674
The Angel of Terror,Edgar Wallace,Mystery & Detective,2352,https://www.gutenberg.org/ebooks/21530
The haunted house,Hilaire Belloc,Mystery & Detective,2330,https://www.gutenberg.org/ebooks/79269
The tin god of Twisted River,W. C. Tuttle,Mystery & Detective,2316,https://www.gutenberg.org/ebooks/79163
Tangled trails,W. C. Tuttle,Mystery & Detective,2313,https://www.gutenberg.org/ebooks/79145
"A Stable for Nightmares; or, Weird Tales",Joseph Sheridan Le Fanu and Sir Charles L. Young,Mystery & Detective,2303,https://www.gutenberg.org/ebooks/26451
A Royal Prisoner,Pierre Souvestre and Marcel Allain,Mystery & Detective,2274,https://www.gutenberg.org/ebooks/27789
The man in the dark,J. A. Ferguson,Mystery & Detective,2270,https://www.gutenberg.org/ebooks/79160
The Lure of the Mask,Harold MacGrath,Mystery & Detective,2246,https://www.gutenberg.org/ebooks/22158
"The Boy Scouts of Lenox; Or, The Hike Over Big Bear Mountain",Frank V. Webster,Mystery & Detective,2240,https://www.gutenberg.org/ebooks/21842
The Lion's Mouse,C. N. Williamson and A. M. Williamson,Mystery & Detective,2228,https://www.gutenberg.org/ebooks/21998
The Apple of Discord,Earle Ashley Walcott,Mystery & Detective,2225,https://www.gutenberg.org/ebooks/52180
Manalive,G. K. Chesterton,Mystery & Detective,2203,https://www.gutenberg.org/ebooks/1718
The Golden Wheel Dream-book and Fortune-teller,Felix Fontaine,Mystery & Detective,2197,https://www.gutenberg.org/ebooks/60045
The Golden Face: A Great 'Crook' Romance,William Le Queux,Mystery & Detective,2197,https://www.gutenberg.org/ebooks/27705
Jack O' Judgment,Edgar Wallace,Mystery & Detective,2142,https://www.gutenberg.org/ebooks/24767
彭公案 (Chinese),Tanmengdaoren,Mystery & Detective,2125,https://www.gutenberg.org/ebooks/26970
"Ruth Fielding Down East; Or, The Hermit of Beach Plum Point",Alice B. Emerson,Mystery & Detective,2103,https://www.gutenberg.org/ebooks/23116
The Upper Berth; By the Waters of Paradise,F. Marion Crawford,Mystery & Detective,2087,https://www.gutenberg.org/ebooks/22246
The Woman from Outside,Hulbert Footner,Mystery & Detective,2043,https://www.gutenberg.org/ebooks/25875
"The Rover Boys on a Hunt; or, The Mysterious House in the Woods",Edward Stratemeyer,Mystery & Detective,2025,https://www.gutenberg.org/ebooks/22012
Spare Hours,John Brown,Mystery & Detective,2005,https://www.gutenberg.org/ebooks/27153
The Man Who Knew Too Much,G. K. Chesterton,Mystery & Detective,1986,https://www.gutenberg.org/ebooks/1720
The Great K. & A. Robbery,Paul Leicester Ford,Mystery & Detective,1958,https://www.gutenberg.org/ebooks/25333
The pirate shark,Elliott Whitney,Mystery & Detective,1945,https://www.gutenberg.org/ebooks/21052
Patty's Friends,Carolyn Wells,Mystery & Detective,1934,https://www.gutenberg.org/ebooks/25847
The Flaming Jewel,Robert W. Chambers,Mystery & Detective,1904,https://www.gutenberg.org/ebooks/26651
"Nan Sherwood at Palm Beach; or, Strange adventures among the orange groves",Annie Roe Carr,Mystery & Detective,1890,https://www.gutenberg.org/ebooks/24683
Murder at the vicarage,Agatha Christie,Mystery & Detective,1884,https://www.gutenberg.org/ebooks/78220
"The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box",Edward Stratemeyer,Mystery & Detective,1880,https://www.gutenberg.org/ebooks/22996
"Studies in the Scriptures, Volume 7: The Finished Mystery",C. T. Russell,Mystery & Detective,1873,https://www.gutenberg.org/ebooks/46016
The Forsaken Inn: A Novel,Anna Katharine Green,Mystery & Detective,1852,https://www.gutenberg.org/ebooks/23641
The Black Wolf Pack,Daniel Carter Beard,Mystery & Detective,1822,https://www.gutenberg.org/ebooks/22109
"Taras Bulba, and Other Tales",Nikolai Vasilevich Gogol,Mystery & Detective,1814,https://www.gutenberg.org/ebooks/1197
The Amateur Cracksman,E. W. Hornung,Mystery & Detective,1757,https://www.gutenberg.org/ebooks/20592
"Ruth Fielding and the Gypsies; Or, The Missing Pearl Necklace",Alice B. Emerson,Mystery & Detective,1707,https://www.gutenberg.org/ebooks/22743
"The moving picture boys on the coast :  or, Showing up the perils of the deep",Victor Appleton,Mystery & Detective,1704,https://www.gutenberg.org/ebooks/23677
Unterm Birnbaum (German),Theodor Fontane,Mystery & Detective,1702,https://www.gutenberg.org/ebooks/26686
Tales from Dickens,Charles Dickens and Hallie Erminie Rives,Mystery & Detective,1669,https://www.gutenberg.org/ebooks/30127
The Mark of Cain,Andrew Lang,Mystery & Detective,1656,https://www.gutenberg.org/ebooks/21821
Unwise Child,Randall Garrett,Mystery & Detective,1639,https://www.gutenberg.org/ebooks/23335
"Iamblichus on the mysteries of the Egyptians, Chaldeans, and Assyrians",Iamblichus,Mystery & Detective,1637,https://www.gutenberg.org/ebooks/72815
The story of Ivy,Marie Belloc Lowndes,Mystery & Detective,1627,https://www.gutenberg.org/ebooks/79259
The secret of the old clock,Carolyn Keene,Mystery & Detective,1621,https://www.gutenberg.org/ebooks/77924
"Ruth Fielding At College; or, The Missing Examination Papers",Alice B. Emerson,Mystery & Detective,1618,https://www.gutenberg.org/ebooks/26613
Hashknife of the Diamond H,W. C. Tuttle,Mystery & Detective,1607,https://www.gutenberg.org/ebooks/79136
The La Chance Mine Mystery,Susan Morrow Jones,Mystery & Detective,1540,https://www.gutenberg.org/ebooks/27209
The Maltese falcon,Dashiell Hammett,Mystery & Detective,1533,https://www.gutenberg.org/ebooks/77600
The Ghost Breaker: A Novel Based Upon the Play,Charles Goddard and Paul Dickey,Mystery & Detective,1525,https://www.gutenberg.org/ebooks/25781
"The Radio Boys Trailing a Voice; Or, Solving a Wireless Mystery",Allen Chapman,Mystery & Detective,1520,https://www.gutenberg.org/ebooks/25858
"Radio Boys Loyalty; Or, Bill Brown Listens In",Wayne Whipple and S. F. Aaron,Mystery & Detective,1516,https://www.gutenberg.org/ebooks/25753
The range-boomer,W. C. Tuttle,Mystery & Detective,1487,https://www.gutenberg.org/ebooks/79180
The Light that Lies,George Barr McCutcheon,Mystery & Detective,1466,https://www.gutenberg.org/ebooks/54098
The Mysteries of Free Masonry,William Morgan,Mystery & Detective,1460,https://www.gutenberg.org/ebooks/18136
Present at a Hanging and Other Ghost Stories,Ambrose Bierce,Mystery & Detective,1456,https://www.gutenberg.org/ebooks/23081
Mavericks,W. C. Tuttle,Mystery & Detective,1452,https://www.gutenberg.org/ebooks/79362
The meddler,W. C. Tuttle,Mystery & Detective,1430,https://www.gutenberg.org/ebooks/79212
"Prejudices, first series",H. L. Mencken,Mystery & Detective,1411,https://www.gutenberg.org/ebooks/53538
Much Darker Days,Andrew Lang,Mystery & Detective,1391,https://www.gutenberg.org/ebooks/21933
The Mysteries of All Nations,James Grant,Mystery & Detective,1370,https://www.gutenberg.org/ebooks/19900
Poison Romance and Poison Mysteries,C. J. S. Thompson,Mystery & Detective,1357,https://www.gutenberg.org/ebooks/43840
A doctor enjoys Sherlock Holmes,Edward J. Van Liere,Mystery & Detective,1340,https://www.gutenberg.org/ebooks/75869
"Great short stories, Volume 2 (of 3) :  Ghost stories",Unknown / Various,Mystery & Detective,1335,https://www.gutenberg.org/ebooks/74549
The Lock and Key Library: Classic Mystery and Detective Stories: Old Time English,Unknown / Various,Mystery & Detective,1319,https://www.gutenberg.org/ebooks/9532
"Cosmic symbolism :  Being a discussion and exposition of some recondite and obscure points in the art of the Kabalists, the mysteries of sound, form and number, and the basic principles of cosmic symbolism",Sepharial,Mystery & Detective,1318,https://www.gutenberg.org/ebooks/70749
His last bow,Arthur Conan Doyle,Mystery & Detective,1309,https://www.gutenberg.org/ebooks/9554
The Old Stone House and Other Stories,Anna Katharine Green,Mystery & Detective,1304,https://www.gutenberg.org/ebooks/21824
"Etidorhpa; or, The End of Earth.",John Uri Lloyd,Mystery & Detective,1301,https://www.gutenberg.org/ebooks/37775
The Book of Buried Treasure,Ralph Delahaye Paine,Mystery & Detective,1293,https://www.gutenberg.org/ebooks/33318
The day the world ended,Sax Rohmer,Mystery & Detective,1291,https://www.gutenberg.org/ebooks/79087
"""Everyman,"" with other interludes, including eight miracle plays",Unknown / Various,Mystery & Detective,1285,https://www.gutenberg.org/ebooks/19481
Studying the short-story,Unknown / Various,Mystery & Detective,1283,https://www.gutenberg.org/ebooks/68291
The Leavenworth Case,Anna Katharine Green,Mystery & Detective,1282,https://www.gutenberg.org/ebooks/4047
Greenmantle,John Buchan,Mystery & Detective,1276,https://www.gutenberg.org/ebooks/559
"""No Clue!"": A Mystery Story",James Hay,Mystery & Detective,1275,https://www.gutenberg.org/ebooks/26396
施公案 (Chinese),Anonymous,Mystery & Detective,1270,https://www.gutenberg.org/ebooks/23825
Judith Lee :  Some pages from her life,Richard Marsh,Mystery & Detective,1269,https://www.gutenberg.org/ebooks/79142
Partners in crime,Agatha Christie,Mystery & Detective,1267,https://www.gutenberg.org/ebooks/78342
Dark power,Elisabeth Sanxay Holding,Mystery & Detective,1258,https://www.gutenberg.org/ebooks/78323
Arsène Lupin,Maurice Leblanc,Mystery & Detective,1253,https://www.gutenberg.org/ebooks/4014
The mysterious locket,active approximately 1876-1880 Ruth Lynn,Mystery & Detective,1252,https://www.gutenberg.org/ebooks/79291
The Beetle: A Mystery,Richard Marsh,Mystery & Detective,1247,https://www.gutenberg.org/ebooks/5164
The Haunted Bookshop,Christopher Morley,Mystery & Detective,1243,https://www.gutenberg.org/ebooks/172
The Adventure of the Bruce-Partington Plans,Arthur Conan Doyle,Mystery & Detective,1239,https://www.gutenberg.org/ebooks/2346
The Mystery of the Sea,Bram Stoker,Mystery & Detective,1232,https://www.gutenberg.org/ebooks/42455
Arsène Lupin versus Herlock Sholmes,Maurice Leblanc,Mystery & Detective,1230,https://www.gutenberg.org/ebooks/40203
The Mystery and Romance of Alchemy and Pharmacy,C. J. S. Thompson,Mystery & Detective,1222,https://www.gutenberg.org/ebooks/47004
The Philosophy of Mystery,Walter Cooper Dendy,Mystery & Detective,1217,https://www.gutenberg.org/ebooks/56822
The World's Greatest Books — Volume 08 — Fiction,Unknown / Various,Mystery & Detective,1213,https://www.gutenberg.org/ebooks/11659
"London Labour and the London Poor, Vol. 4",Henry Mayhew,Mystery & Detective,1206,https://www.gutenberg.org/ebooks/63415
"On the Edge of the Arctic; Or, An Aeroplane in Snowland",H. L. Sayler,Mystery & Detective,1188,https://www.gutenberg.org/ebooks/25787
The Queen of Hearts,Wilkie Collins,Mystery & Detective,1186,https://www.gutenberg.org/ebooks/1917
The Jewel of Seven Stars,Bram Stoker,Mystery & Detective,1181,https://www.gutenberg.org/ebooks/3781
Mysterious Psychic Forces,Camille Flammarion,Mystery & Detective,1167,https://www.gutenberg.org/ebooks/39279
"Tom Sawyer, Detective",Mark Twain,Mystery & Detective,1163,https://www.gutenberg.org/ebooks/93
The Camp of the Dog,Algernon Blackwood,Mystery & Detective,1159,https://www.gutenberg.org/ebooks/22349
Round the Fire Stories,Arthur Conan Doyle,Mystery & Detective,1152,https://www.gutenberg.org/ebooks/54109
"The Mysteries of London, v. 1/4",George W. M. Reynolds,Mystery & Detective,1150,https://www.gutenberg.org/ebooks/47312
The Haunted Hotel: A Mystery of Modern Venice,Wilkie Collins,Mystery & Detective,1149,https://www.gutenberg.org/ebooks/170
"The Great English Short-Story Writers, Volume 1",Unknown / Various,Mystery & Detective,1146,https://www.gutenberg.org/ebooks/10135
Die beiden Freundinnen und ihr Giftmord (German),Alfred Döblin,Mystery & Detective,1143,https://www.gutenberg.org/ebooks/65444
A Millionaire of Yesterday,E. Phillips Oppenheim,Mystery & Detective,1140,https://www.gutenberg.org/ebooks/1878
Hunted Down: The Detective Stories of Charles Dickens,Charles Dickens,Mystery & Detective,1139,https://www.gutenberg.org/ebooks/807
Twenty Years a Detective in the Wickedest City in the World,Clifton R. Wooldridge,Mystery & Detective,1139,https://www.gutenberg.org/ebooks/47445
We Women and Our Authors,Laura Marholm,Mystery & Detective,1139,https://www.gutenberg.org/ebooks/67577
Emil and the detectives :  A story for children,Erich Kästner,Mystery & Detective,1138,https://www.gutenberg.org/ebooks/79102
The Blonde Lady,Maurice Leblanc,Mystery & Detective,1131,https://www.gutenberg.org/ebooks/24839
"Lives of the Most Remarkable Criminals Who have been Condemned and Executed for Murder, the Highway, Housebreaking, Street Robberies, Coining or other offences",Unknown / Various,Mystery & Detective,1128,https://www.gutenberg.org/ebooks/13097
Armadale,Wilkie Collins,Mystery & Detective,1123,https://www.gutenberg.org/ebooks/1895
The Mystery of Francis Bacon,William T. Smedley,Mystery & Detective,1114,https://www.gutenberg.org/ebooks/36650
After Dark,Wilkie Collins,Mystery & Detective,1113,https://www.gutenberg.org/ebooks/1626
A Book of Remarkable Criminals,H. B. Irving,Mystery & Detective,1110,https://www.gutenberg.org/ebooks/446
